CODIGO PERIODO,CODIGO ESTUDIANTE,DES_APELLIDO_PATERNO,DES_APELLIDO_MATERNO,DES_NOMBRES,GENERO,EDAD,CORREO_UPC,CORREO_PERSONAL_1,MOBILE PHONE,FLAG_ESTUDIANTE_PROVINCIA,CARRERA,FACULTAD,CAMPUS,FECHA MATRICULA,IND_CICLO_ALUMNO,NRO_CICLOS_ORDINARIO_MAT,NRO_CICLOS_ORDINARIO_RET,FLAG_TIENE_DEUDA,MONTO_DEUDA,FLAG_COLEGIO_PROCEDENCIA_ES_PROVINCIA,FLAG_BECA_18,FLAG_BENEFICIO,TIPO BENEFICIO,MODALIDAD DE INGRESO,CICLO DE INGRESO,FLAG_TRABAJA,FLAG_LLEVÓ NIVELACIÓN,NIVEL SOCIOECONÓMICO,CATEGORÍA DE PAGO,CANTIDAD CURSOS MATRICULADOS EN RIESGO,CANTIDAD CURSOS MATRICULADOS EN PRESENCIAL,CANTIDAD CURSOS MATRICULADOS EN VIRTUAL,TOTAL DE CURSOS MATRICULADOS EN TODO SU AVANCE,TOTAL DE CURSOS APROBADOS EN TODO SU AVANCE,TOTAL DE CURSOS DESAPROBADOS EN TODO SU AVANCE,TOTAL DE RETIROS DE ASIGNATURA EN TODO SU AVANCE,TOTAL DE CURSOS MATRICULADOS POR CICLO,TOTAL DE RETIROS DE ASIGNATURA POR CICLO,TOTAL DE CURSOS APROBADOS POR CICLO,TOTAL DE CURSOS DESAPROBADOS POR CICLO,TOTAL DE CRÉDITOS APROBADOS POR CICLO,TOTAL DE CRÉDITOS DESAPROBADOS POR CICLO,TOTAL DE CRÉDITOS APROBADOS EN TODO SU AVANCE,TOTAL DE CRÉDITOS DESAPROBADOS EN TODO SU AVANCE,TOTAL DE CRÉDITOS MATRICULADOS POR CICLO,TOTAL DE CRÉDITOS MATRICULADOS EN TODO SU AVANCE,PROMEDIO PONDERADO ACUMULADO,PROMEDIO POR CICLO,NÚMERO DE DOBLE DESAPROBACIÓN POR CICLO,NÚMERO DE DOBLE DESAPROBACIÓN EN TODO SU AVANCE,NÚMERO DE ASISTENCIAS POR CICLO,PORCENTAJE DE ASISTENCIAS POR CICLO,NÚMERO DE INASISTENCIAS POR CICLO,PORCENTAJE DE INASISTENCIAS,FLAG ABANDONO ESTUDIOS
201901,u201610000,Apellido 0,Apellido 0,Nombre0,F,26,u0@upc.edu.pe,personal_0@gmail.com,90000000,SI,Ingeniería Electrónica,Ingeniería,Monterrico,2019-00-01,7,7,0,SI,4000,NO,NO,SI,SIN BENEFICIO,SELECCIÓN PREFERENTE,20151,NO,SI,B,U,6,5,5,35,8,2,25,7,2,2,5,32,20,32,8,28,140,17.24680437965835,7.240805937721448,3,0,82,0.8282828282828283,17,0.1717171717171717,NO
201901,u201911000,Apellido 1,Apellido 1,Nombre1,M,20,u1@upc.edu.pe,personal_1@gmail.com,91000000,NO,Ciencias de la Computación,Ingeniería,Monterrico,2019-01-01,1,0,1,NO,0,NO,SI,NO,DESCUENTOS CORPORATIVOS,SELECCIÓN PREFERENTE,20181,NO,SI,A,U,2,3,1,5,2,2,1,7,5,1,6,8,24,8,8,28,20,9.767480366286524,9.104376573147285,4,1,118,0.8309859154929577,24,0.16901408450704225,NO
201901,u201812000,Apellido 2,Apellido 2,Nombre2,M,23,u2@upc.edu.pe,personal_2@gmail.com,92000000,NO,Ingeniería de Software,Ingeniería,Monterrico,2019-02-01,3,1,2,NO,0,NO,NO,NO,SIN BENEFICIO,SELECCIÓN PREFERENTE,20171,NO,NO,C,S,4,6,4,15,12,1,2,5,1,1,4,48,16,48,4,20,60,7.753203728157052,16.886239808063735,5,0,119,0.7579617834394905,38,0.24203821656050956,NO
201901,u201623000,Apellido 3,Apellido 3,Nombre3,M,30,u3@upc.edu.pe,personal_3@gmail.com,93000000,SI,Ingeniería de Software,Ingeniería,Monterrico,2019-03-01,6,4,2,NO,0,NO,NO,NO,DESCUENTOS CORPORATIVOS,EXONER.GRADO TITULO,20162,SI,NO,D,Q,2,2,5,30,1,0,29,6,6,2,4,4,16,4,0,24,120,14.138699267770573,7.934100953592932,6,0,89,0.7739130434782608,26,0.22608695652173913,NO
201901,u201724000,Apellido 4,Apellido 4,Nombre4,F,26,u4@upc.edu.pe,personal_4@gmail.com,94000000,NO,Ingeniería de Gestión Minera,Ingeniería,Monterrico,2019-04-01,4,4,0,NO,0,NO,NO,SI,BECA DE HONOR,TRASLADO EXTERNO,20172,NO,SI,E,X,6,5,2,20,4,8,8,3,1,3,0,16,0,16,32,12,80,17.8617341482093,7.734922624411952,4,0,65,0.7471264367816092,22,0.25287356321839083,NO
201901,u201815000,Apellido 5,Apellido 5,Nombre5,F,27,u5@upc.edu.pe,personal_5@gmail.com,95000000,SI,Ciencias de la Computación,Ingeniería,Monterrico,2019-05-01,3,2,1,NO,0,SI,NO,NO,BECA DE HONOR,EVALUACION INTEGRAL,20171,NO,SI,C,Z,3,1,1,15,11,3,1,3,1,1,2,44,8,44,12,12,60,8.168426313896868,9.437383962978625,5,0,131,0.8733333333333333,19,0.12666666666666668,SI
201901,u201916000,Apellido 6,Apellido 6,Nombre6,M,28,u6@upc.edu.pe,personal_6@gmail.com,96000000,SI,Ciencias de la Computación,Ingeniería,Monterrico,2019-06-01,1,0,1,NO,0,SI,NO,NO,SIN BENEFICIO,EVALUACION INTEGRAL,20181,SI,SI,B,Q,5,1,4,5,2,2,1,5,4,3,2,8,8,8,8,20,20,11.91199826819362,10.283093860236919,6,0,89,0.7235772357723578,34,0.2764227642276423,NO
201901,u201917000,Apellido 7,Apellido 7,Nombre7,M,25,u7@upc.edu.pe,personal_7@gmail.com,97000000,NO,Ingeniería de Gestión Empresarial,Ingeniería,Monterrico,2019-07-01,1,1,0,NO,0,NO,NO,SI,BECA DE HONOR,BECAS PRONABEC,20181,NO,SI,A,Z,3,5,3,5,0,2,3,5,3,2,3,0,12,0,8,20,20,8.632873991598109,13.247795936777901,4,2,120,0.7547169811320755,39,0.24528301886792453,NO
201901,u201618000,Apellido 8,Apellido 8,Nombre8,M,26,u8@upc.edu.pe,personal_8@gmail.com,98000000,NO,Ingeniería Industrial,Ingeniería,Monterrico,2019-08-01,7,7,0,NO,0,NO,SI,SI,BECA DE HONOR,SELECCIÓN PREFERENTE,20151,NO,NO,B,U,6,3,5,35,31,2,2,4,1,2,2,124,8,124,8,16,140,9.600811398784845,11.157439275279977,6,2,123,0.8848920863309353,16,0.11510791366906475,NO
201901,u201729000,Apellido 9,Apellido 9,Nombre9,F,28,u9@upc.edu.pe,personal_9@gmail.com,99000000,NO,Ciencias de la Computación,Ingeniería,Monterrico,2019-09-01,4,2,2,NO,0,NO,NO,SI,BECA DE HONOR,EVALUACION INTEGRAL,20172,NO,SI,B,T,5,5,5,20,2,8,10,7,6,7,0,8,0,8,32,28,80,11.983520063014977,18.07817254314302,5,6,133,0.8986486486486487,15,0.10135135135135136,SI
201901,u201611000,Apellido 10,Apellido 10,Nombre10,F,25,u10@upc.edu.pe,personal_10@gmail.com,910000000,NO,Ingeniería de Gestión Empresarial,Ingeniería,Monterrico,2019-010-01,7,7,0,SI,10000,NO,NO,SI,SIN BENEFICIO,EVALUACION INTEGRAL,20151,NO,SI,B,Q,3,3,3,35,11,8,16,6,1,6,0,44,0,44,32,24,140,6.543744851201649,9.11912164017459,1,8,130,0.7926829268292683,34,0.2073170731707317,NO
201901,u201611100,Apellido 11,Apellido 11,Nombre11,M,19,u11@upc.edu.pe,personal_11@gmail.com,911000000,NO,Ingeniería Civil,Ingeniería,Monterrico,2019-011-01,7,5,2,SI,6000,NO,NO,SI,DESCUENTOS CORPORATIVOS,EXONER.GRADO TITULO,20151,NO,NO,A,R,6,3,4,35,11,9,15,7,5,4,3,44,12,44,36,28,140,6.250366918500747,14.707980197198042,2,7,79,0.7745098039215687,23,0.22549019607843138,NO
201901,u201611200,Apellido 12,Apellido 12,Nombre12,F,29,u12@upc.edu.pe,personal_12@gmail.com,912000000,NO,Ingeniería Industrial,Ingeniería,Monterrico,2019-012-01,7,6,1,SI,6000,SI,NO,NO,BECA DE HONOR,CONVENIO INT. CON DIPLOMA,20151,NO,SI,E,U,5,3,5,35,19,11,5,6,3,3,3,76,12,76,44,24,140,7.841400892434699,13.478506901951388,5,2,87,0.8055555555555556,21,0.19444444444444445,NO
201901,u201721300,Apellido 13,Apellido 13,Nombre13,F,27,u13@upc.edu.pe,personal_13@gmail.com,913000000,NO,Ingeniería Ambiental,Ingeniería,Monterrico,2019-013-01,4,3,1,NO,0,NO,NO,SI,BECA DE HONOR,EVALUACION INTEGRAL,20172,NO,SI,B,Q,1,2,2,20,20,0,0,3,6,3,0,80,0,80,0,12,80,6.773081699834351,8.534128414882943,2,0,95,0.7251908396946565,36,0.2748091603053435,NO
201901,u201711400,Apellido 14,Apellido 14,Nombre14,M,29,u14@upc.edu.pe,personal_14@gmail.com,914000000,NO,Ingeniería de Software,Ingeniería,Monterrico,2019-014-01,5,4,1,SI,2000,NO,NO,SI,SIN BENEFICIO,SELECCIÓN PREFERENTE,20161,NO,SI,B,Y,2,3,1,25,25,0,0,6,5,4,2,100,8,100,0,24,100,15.005973782686594,16.82345972376534,4,0,136,0.8192771084337349,30,0.18072289156626506,NO
201901,u201911500,Apellido 15,Apellido 15,Nombre15,F,29,u15@upc.edu.pe,personal_15@gmail.com,915000000,SI,Ingeniería Electrónica,Ingeniería,Monterrico,2019-015-01,1,1,0,NO,0,SI,NO,NO,BECA DE HONOR,BECAS PRONABEC,20181,NO,SI,C,X,4,4,4,5,5,0,0,5,2,4,1,20,4,20,0,20,20,12.710054798535928,14.681554334165114,6,0,99,0.7983870967741935,25,0.20161290322580644,NO
201901,u201911600,Apellido 16,Apellido 16,Nombre16,F,21,u16@upc.edu.pe,personal_16@gmail.com,916000000,NO,Ciencias de la Computación,Ingeniería,Monterrico,2019-016-01,1,0,1,SI,6000,NO,NO,SI,SIN BENEFICIO,EXONER.GRADO TITULO,20181,NO,SI,E,S,1,6,2,5,0,3,2,7,2,7,0,0,0,0,12,28,20,7.614464618697408,7.019361488093404,2,0,102,0.7555555555555555,33,0.24444444444444444,NO
201901,u201811700,Apellido 17,Apellido 17,Nombre17,M,29,u17@upc.edu.pe,personal_17@gmail.com,917000000,NO,Ingeniería Electrónica,Ingeniería,Monterrico,2019-017-01,3,3,0,NO,0,SI,NO,SI,BECA DE HONOR,EVALUACION INTEGRAL,20171,NO,SI,B,U,4,5,1,15,12,3,0,3,2,2,1,48,4,48,12,12,60,14.603883432522482,9.588940245174632,2,3,134,0.788235294117647,36,0.21176470588235294,NO
201901,u201521800,Apellido 18,Apellido 18,Nombre18,M,27,u18@upc.edu.pe,personal_18@gmail.com,918000000,NO,Ingeniería Industrial,Ingeniería,Monterrico,2019-018-01,8,8,0,NO,0,SI,NO,NO,SIN BENEFICIO,EVALUACION INTEGRAL,20152,SI,SI,B,Y,5,6,3,40,8,19,13,4,5,2,2,32,8,32,76,16,160,5.995074505641458,13.066654507262893,2,9,98,0.765625,30,0.234375,NO
201901,u201911900,Apellido 19,Apellido 19,Nombre19,M,22,u19@upc.edu.pe,personal_19@gmail.com,919000000,NO,Ingeniería Mecatrónica,Ingeniería,Monterrico,2019-019-01,1,0,1,NO,0,SI,SI,NO,BECA DE HONOR,EXONER.GRADO TITULO,20181,SI,SI,B,Y,2,4,6,5,5,0,0,6,2,1,5,20,20,20,0,24,20,12.734574610457933,17.17034613585306,6,0,134,0.8427672955974843,25,0.15723270440251572,SI
201901,u201722000,Apellido 20,Apellido 20,Nombre20,M,18,u20@upc.edu.pe,personal_20@gmail.com,920000000,NO,Ingeniería Electrónica,Ingeniería,Monterrico,2019-020-01,4,4,0,SI,4000,NO,NO,NO,BECA DE HONOR,EVALUACION INTEGRAL,20172,SI,SI,B,U,5,1,3,20,14,5,1,4,2,1,3,56,12,56,20,16,80,19.91995452021388,8.45631862241787,3,1,68,0.68,32,0.32,SI
201901,u201822100,Apellido 21,Apellido 21,Nombre21,F,24,u21@upc.edu.pe,personal_21@gmail.com,921000000,SI,Ingeniería Ambiental,Ingeniería,Monterrico,2019-021-01,2,1,1,SI,0,NO,NO,SI,DESCUENTOS CORPORATIVOS,EVALUACION INTEGRAL,20182,NO,NO,A,Z,1,2,5,10,5,5,0,7,4,3,4,20,16,20,20,28,40,17.818941456624422,13.723650660308207,3,0,79,0.8315789473684211,16,0.16842105263157894,NO
201901,u201822200,Apellido 22,Apellido 22,Nombre22,M,22,u22@upc.edu.pe,personal_22@gmail.com,922000000,NO,Ingeniería Industrial,Ingeniería,Monterrico,2019-022-01,2,0,2,NO,0,SI,NO,SI,BECA DE HONOR,EVALUACION INTEGRAL,20182,NO,NO,C,Y,4,1,4,10,3,5,2,4,5,4,0,12,0,12,20,16,40,18.82059215365282,7.050341626948572,4,4,127,0.8581081081081081,21,0.14189189189189189,NO
201901,u201722300,Apellido 23,Apellido 23,Nombre23,M,26,u23@upc.edu.pe,personal_23@gmail.com,923000000,NO,Ingeniería de Software,Ingeniería,Monterrico,2019-023-01,4,3,1,NO,0,SI,NO,NO,BECA DE HONOR,SELECCIÓN PREFERENTE,20172,NO,SI,B,R,3,3,2,20,6,6,8,6,3,1,5,24,20,24,24,24,80,17.579824596970802,10.473930787836775,5,6,80,0.7272727272727273,30,0.2727272727272727,NO
201901,u201612400,Apellido 24,Apellido 24,Nombre24,M,22,u24@upc.edu.pe,personal_24@gmail.com,924000000,SI,Ingeniería de Gestión Empresarial,Ingeniería,Monterrico,2019-024-01,7,7,0,NO,0,NO,NO,NO,SIN BENEFICIO,EXONER.GRADO TITULO,20151,NO,SI,A,Y,2,2,6,35,32,1,2,6,5,2,4,128,16,128,4,24,140,17.403934866615057,7.189830878664919,6,1,72,0.6545454545454545,38,0.34545454545454546,NO
201901,u201822500,Apellido 25,Apellido 25,Nombre25,M,18,u25@upc.edu.pe,personal_25@gmail.com,925000000,NO,Ingeniería Mecatrónica,Ingeniería,Monterrico,2019-025-01,2,0,2,NO,0,NO,NO,NO,DESCUENTOS CORPORATIVOS,SELECCIÓN PREFERENTE,20182,NO,SI,D,X,6,5,2,10,2,8,0,6,5,2,4,8,16,8,32,24,40,8.540090890570633,15.353129540479772,6,0,82,0.6890756302521008,37,0.31092436974789917,SI
201901,u201812600,Apellido 26,Apellido 26,Nombre26,F,24,u26@upc.edu.pe,personal_26@gmail.com,926000000,NO,Ingeniería de Gestión Minera,Ingeniería,Monterrico,2019-026-01,3,1,2,NO,0,NO,NO,NO,SIN BENEFICIO,EVALUACION INTEGRAL,20171,NO,SI,A,Y,2,6,3,15,4,0,11,3,1,3,0,16,0,16,0,12,60,13.488003681515005,15.64875064026893,6,0,127,0.8193548387096774,28,0.18064516129032257,SI
201901,u201812700,Apellido 27,Apellido 27,Nombre27,M,24,u27@upc.edu.pe,personal_27@gmail.com,927000000,NO,Ingeniería de Gestión Minera,Ingeniería,Monterrico,2019-027-01,3,2,1,SI,8000,NO,SI,NO,BECA DE HONOR,EXONER.GRADO TITULO,20171,NO,SI,A,Y,4,4,3,15,13,2,0,3,3,2,1,52,4,52,8,12,60,13.666734888615329,11.065877982131262,1,2,139,0.8853503184713376,18,0.11464968152866242,SI
201901,u201912800,Apellido 28,Apellido 28,Nombre28,F,30,u28@upc.edu.pe,personal_28@gmail.com,928000000,NO,Ingeniería Mecatrónica,Ingeniería,Monterrico,2019-028-01,1,0,1,SI,2000,NO,NO,SI,DESCUENTO RETENCION,EXONER.GRADO TITULO,20181,NO,SI,B,S,5,5,2,5,0,5,0,6,3,1,5,0,20,0,20,24,20,6.183218089216785,15.657818662713641,3,4,86,0.7226890756302521,33,0.2773109243697479,SI
201901,u201912900,Apellido 29,Apellido 29,Nombre29,M,28,u29@upc.edu.pe,personal_29@gmail.com,929000000,NO,Ingeniería de Gestión Empresarial,Ingeniería,Monterrico,2019-029-01,1,0,1,NO,0,NO,SI,SI,BECA DE HONOR,EVALUACION INTEGRAL,20181,SI,SI,B,Z,3,1,4,5,2,1,2,6,3,3,3,8,12,8,4,24,20,7.80360820376974,15.706151952100955,6,0,129,0.86,21,0.14,NO
201901,u201423000,Apellido 30,Apellido 30,Nombre30,F,18,u30@upc.edu.pe,personal_30@gmail.com,930000000,SI,Ingeniería de Software,Ingeniería,Monterrico,2019-030-01,10,8,2,SI,0,NO,NO,SI,DESCUENTOS CORPORATIVOS,EVALUACION INTEGRAL,20142,SI,NO,B,X,2,3,6,50,1,47,2,4,5,2,2,4,8,4,188,16,200,13.166605288023618,17.028390773142014,1,38,105,0.8267716535433071,22,0.1732283464566929,NO
201901,u201813100,Apellido 31,Apellido 31,Nombre31,M,24,u31@upc.edu.pe,personal_31@gmail.com,931000000,SI,Ingeniería de Gestión Minera,Ingeniería,Monterrico,2019-031-01,3,3,0,SI,10000,NO,NO,NO,DESCUENTOS CORPORATIVOS,EVALUACION INTEGRAL,20171,SI,SI,C,U,5,4,2,15,6,9,0,5,1,1,4,24,16,24,36,20,60,13.1432389098496,10.839434945922505,6,7,136,0.8831168831168831,18,0.11688311688311688,NO
201901,u201723200,Apellido 32,Apellido 32,Nombre32,F,25,u32@upc.edu.pe,personal_32@gmail.com,932000000,NO,Ingeniería Electrónica,Ingeniería,Monterrico,2019-032-01,4,4,0,NO,0,NO,NO,NO,SIN BENEFICIO,EVALUACION INTEGRAL,20172,NO,SI,B,R,6,6,2,20,8,5,7,3,1,3,0,32,0,32,20,12,80,9.59778598074054,11.808394392910827,2,4,71,0.6454545454545455,39,0.35454545454545455,NO
201901,u201913300,Apellido 33,Apellido 33,Nombre33,M,30,u33@upc.edu.pe,personal_33@gmail.com,933000000,NO,Ingeniería de Sistemas de Información,Ingeniería,Monterrico,2019-033-01,1,1,0,NO,0,NO,NO,NO,DESCUENTOS CORPORATIVOS,EVALUACION INTEGRAL,20181,SI,SI,C,Z,1,1,2,5,1,0,4,7,6,6,1,4,4,4,0,28,20,11.663622753572449,18.24290963719163,6,0,136,0.7906976744186046,36,0.20930232558139536,SI
201901,u201523400,Apellido 34,Apellido 34,Nombre34,M,30,u34@upc.edu.pe,personal_34@gmail.com,934000000,SI,Ingeniería de Sistemas de Información,Ingeniería,Monterrico,2019-034-01,8,7,1,SI,8000,NO,NO,SI,BECA DE HONOR,SELECCIÓN PREFERENTE,20152,NO,SI,A,T,5,4,3,40,19,7,14,5,5,3,2,76,8,76,28,20,160,9.732203683199696,18.48356722227462,3,3,74,0.7789473684210526,21,0.22105263157894736,NO
201901,u201713500,Apellido 35,Apellido 35,Nombre35,M,23,u35@upc.edu.pe,personal_35@gmail.com,935000000,SI,Ingeniería Civil,Ingeniería,Monterrico,2019-035-01,5,3,2,SI,2000,NO,NO,SI,SIN BENEFICIO,EVALUACION INTEGRAL,20161,NO,SI,C,S,4,4,3,25,11,3,11,6,2,2,4,44,16,44,12,24,100,6.3337310060883,10.090264506185836,2,3,95,0.753968253968254,31,0.24603174603174602,NO
201901,u201823600,Apellido 36,Apellido 36,Nombre36,M,20,u36@upc.edu.pe,personal_36@gmail.com,936000000,NO,Ingeniería Industrial,Ingeniería,Monterrico,2019-036-01,2,1,1,SI,8000,NO,NO,SI,DESCUENTOS CORPORATIVOS,EVALUACION INTEGRAL,20182,SI,SI,C,T,5,5,4,10,7,3,0,7,1,6,1,28,4,28,12,28,40,11.851176794877507,9.637882389814658,2,3,73,0.8021978021978022,18,0.1978021978021978,SI
201901,u201913700,Apellido 37,Apellido 37,Nombre37,F,19,u37@upc.edu.pe,personal_37@gmail.com,937000000,NO,Ingeniería Civil,Ingeniería,Monterrico,2019-037-01,1,0,1,NO,0,NO,NO,SI,SIN BENEFICIO,EVALUACION INTEGRAL,20181,NO,SI,A,U,6,3,2,5,4,1,0,5,2,2,3,16,12,16,4,20,20,18.896519305313802,8.066325317312858,6,0,90,0.8333333333333334,18,0.16666666666666666,NO
201901,u201613800,Apellido 38,Apellido 38,Nombre38,M,30,u38@upc.edu.pe,personal_38@gmail.com,938000000,SI,Ingeniería Ambiental,Ingeniería,Monterrico,2019-038-01,7,7,0,NO,0,NO,NO,SI,BECA DE HONOR,SELECCIÓN PREFERENTE,20151,SI,SI,D,R,1,4,1,35,29,3,3,6,4,1,5,116,20,116,12,24,140,7.652802824706355,16.151658469357354,6,0,119,0.7727272727272727,35,0.22727272727272727,NO
201901,u201623900,Apellido 39,Apellido 39,Nombre39,F,29,u39@upc.edu.pe,personal_39@gmail.com,939000000,NO,Ciencias de la Computación,Ingeniería,Monterrico,2019-039-01,6,5,1,SI,0,NO,SI,SI,SIN BENEFICIO,EVALUACION INTEGRAL,20162,NO,NO,B,R,2,2,5,30,17,10,3,3,4,3,0,68,0,68,40,12,120,17.088473979544492,8.39012381777195,4,5,112,0.8615384615384616,18,0.13846153846153847,NO
201901,u201814000,Apellido 40,Apellido 40,Nombre40,F,30,u40@upc.edu.pe,personal_40@gmail.com,940000000,NO,Ingeniería Industrial,Ingeniería,Monterrico,2019-040-01,3,2,1,NO,0,SI,NO,SI,SIN BENEFICIO,EXONER.GRADO TITULO,20171,NO,SI,A,Z,5,4,1,15,6,2,7,7,5,2,5,24,20,24,8,28,60,10.665545314324094,7.767314993454569,4,0,117,0.8863636363636364,15,0.11363636363636363,NO
